movie|"""Directed"""|link|"""Screenplay"""|"""Starring"""|"""Produced"""|'Cinematography'|'Edited'|'Distributed'|'Language'|'Music'|'Country'|'Box office'|'Budget'|'Production company'|'Running time'
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)||||Arthur Arling|||||||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)|||||Harold F. Kress||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||Levente Molnár|||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||Urs Rechn|||||||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)||||Walter Lassally|||||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)|||||Michael Cacoyannis||||||||
A Girl in the River: The Price of Forgiveness||https://en.wikipedia.org/wiki/A_Girl_in_the_River:_The_Price_of_Forgiveness|||Tina Brown||||||||||
A Girl in the River: The Price of Forgiveness||https://en.wikipedia.org/wiki/A_Girl_in_the_River:_The_Price_of_Forgiveness||||||HBO|||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)||Ralph Fiennes|||||||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)|||Michael G. Wilson||||||||||
Yankee Doodle Dandy||https://en.wikipedia.org/wiki/Yankee_Doodle_Dandy|||||||||||$1.5 million||
Yankee Doodle Dandy||https://en.wikipedia.org/wiki/Yankee_Doodle_Dandy||||||||||$6.5 million|||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)||||Emmanuel Lubezki|||||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)|||Frank Capra||||||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)||||Joseph Walker|||||||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)||||||||Herbert Stothart|||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)||||||Loew's, Inc.|||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||Gábor Sipos||||||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)||||||||Mikis Theodorakis|||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)||||||Twentieth Century-Fox Film Corporation|||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)|||||||English||||||
A Girl in the River: The Price of Forgiveness||https://en.wikipedia.org/wiki/A_Girl_in_the_River:_The_Price_of_Forgiveness|||||||||US/Pakistan||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)|||Barbara Broccoli||||||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)|||||Douglas Crise||||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)|||||Stephen Mirrione||||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)|||||Gene Havlick||||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)||||||||Dimitri Tiomkin|||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)|||||||||United States||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)|||||||English||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||Gábor Rajna||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||||Mátyás Erdély|||||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)|||||||Greek||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)|||||||||||$783,000||
A Girl in the River: The Price of Forgiveness||https://en.wikipedia.org/wiki/A_Girl_in_the_River:_The_Price_of_Forgiveness|||||||English, Punjabi||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)||||Hoyte van Hoytema|||||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)||||||||Antonio Sánchez|||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)||||||Fox Searchlight Pictures|||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)||||||Columbia Pictures|||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)|||||||||United States||||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)|||||||||||$3,883,000||
The Yearling||https://en.wikipedia.org/wiki/The_Yearling_(1946_film)||||||||||$7,599,000|||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||||Matthieu Taponier||||||||
Zorba the Greek||https://en.wikipedia.org/wiki/Zorba_the_Greek_(film)||||||||||$23.5 million|||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)|||||Lee Smith||||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)||||||||Thomas Newman|||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)|||||||||United States||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)|||||||English||||||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)|||||||||||US$1,644,736 ||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||||||||László Melis|||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||||||Mozinet|||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)||||||Sony Pictures Releasing|||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)|||||||English||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)|||||||||||$16.5–18 million||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)||||||||||US$2,137,575 |||
You Can't Take It with You||https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)||||||||||US$5,295,526 |||
La La Land|Damien Chazelle|https://en.wikipedia.org/wiki/La_La_Land_(film)|||||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||||||||Hungary||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)|||||||English||||||
Birdman||https://en.wikipedia.org/wiki/Birdman_(film)||||||||||$103.2 million|||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||Ryan Gosling|||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||||||German||||||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)|||||||||||$245–300 million||
Spectre||https://en.wikipedia.org/wiki/Spectre_(2015_film)||||||||||$880.7 million|||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||Emma Stone|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||John Legend|||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul|||||||||||€1.5 million||
Flesh and Sand|Alejandro González Iñárritu|https://en.wikipedia.org/wiki/Flesh_and_Sand|||||||||||||
Moonlight|Barry Jenkins|https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||Rosemarie DeWitt|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||Finn Wittrock|||||||||||
Son of Saul||https://en.wikipedia.org/wiki/Son_of_Saul||||||||||$9.7 million|||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand|||Mary Parent||||||||||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand||||Emmanuel Lubezki|||||||||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand||||||||Alva Noto|||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|Barry Jenkins||||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||J. K. Simmons|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||Fred Berger||||||||||
The Silent Child|Chris Overton|https://en.wikipedia.org/wiki/The_Silent_Child|||||||||||||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand||||||Legendary Pictures|||||||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand|||||||||United States||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Trevante Rhodes|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||Jordan Horowitz||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||Gary Gilbert||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||Rachel Shenton|||||||||||
Flesh and Sand||https://en.wikipedia.org/wiki/Flesh_and_Sand|||||||English||||||
Call Me by Your Name|Luca Guadagnino|https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||André Holland|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Janelle Monáe|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Ashton Sanders|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||Marc Platt||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||||Linus Sandgren|||||||||
Phantom Thread|Paul Thomas Anderson|https://en.wikipedia.org/wiki/Phantom_Thread|||||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||Maisie Sly|||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|James Ivory||||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Jharrel Jerome|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Naomie Harris|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||Mahershala Ali|||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||||Tom Cross||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||Daniel Day-Lewis|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||Rachel Fielding|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||Philip York|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||Rachel Shenton||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||Chris Overton||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Armie Hammer|||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Timothée Chalamet|||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Michael Stuhlbarg|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||Adele Romanski||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||Dede Gardner||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||Jeremy Kleiner||||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||||||||Justin Hurwitz|||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||||||Lionsgate|||||||
Coco|Lee Unkrich|https://en.wikipedia.org/wiki/Coco_(2017_film)|||||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||Lesley Manville|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||Rebecca Harris||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||Julie Foy||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||||Ali Farahani|||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Amira Casar|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||||James Laxton|||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||||||||United States||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|Adrian Molina||||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|Matthew Aldrich||||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||||Emily Walder||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||Vicky Krieps|||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||JoAnne Sellar||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Esther Garrel|||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||Victoire Du Bois|||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||Nat Sanders||||||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||||||English||||||
Blade Runner 2049|Denis Villeneuve|https://en.wikipedia.org/wiki/Blade_Runner_2049|||||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Anthony Gonzalez|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Gael García Bernal|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child||||||||Amir Konjani|||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||||||||United Kingdom||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||Paul Thomas Anderson||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||Megan Ellison||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||Daniel Lupi||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||||Dylan Tichenor||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Peter Spears||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||Joi McMillon||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||||||||Nicholas Britell|||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)|||||||||||$30 million||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|Hampton Fancher||||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|Michael Green||||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Ryan Gosling|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Benjamin Bratt|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Alanna Ubach|||||||||||
The Silent Child||https://en.wikipedia.org/wiki/The_Silent_Child|||||||English and ||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||||||||Jonny Greenwood|||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||||||Focus Features|||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||||||Universal Pictures|||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Luca Guadagnino||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Emilie Georges||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||||||A24|||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||||||United States||||
La La Land||https://en.wikipedia.org/wiki/La_La_Land_(film)||||||||||$447.4 million|||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Harrison Ford|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Renée Victor|||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||||||||United States||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||||||English||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Rodrigo Teixeira||||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Marco Morabito||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||||English||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Ana de Armas|||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Sylvia Hoeks|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Ana Ofelia Murguía|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||Edward James Olmos|||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread|||||||||||$35 million||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||James Ivory||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)|||||||||||$1.5 million||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Robin Wright|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|||Darla K. Anderson||||||||||
Phantom Thread||https://en.wikipedia.org/wiki/Phantom_Thread||||||||||$47.8 million|||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||Howard Rosenman||||||||||
Moonlight||https://en.wikipedia.org/wiki/Moonlight_(2016_film)||||||||||$65.3 million|||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Mackenzie Davis|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||||Matt Aspbury |||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||||Sayombhu Mukdeeprom|||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Lennie James|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||||Danielle Feinberg|||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||Walter Fasano||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Dave Bautista|||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|||||Steve Bloom||||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||||||Sony Pictures Classics|||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||Jared Leto|||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|||Andrew A. Kosove||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||||||||Michael Giacchino|||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||||||Warner Bros. Pictures|||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|||Broderick Johnson||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||||||Walt Disney Studios|||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||||||Memento Films International (International)|||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|||Bud Yorkin||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|||Cynthia Sikes Yorkin||||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|||||||||United States||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||||English||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||||Roger A. Deakins|||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|||||||English||||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||||Italian||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049|||||Joe Walker||||||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)|||||||||||$175–225||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||||French||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||||||||Benjamin Wallfisch|||||
Coco||https://en.wikipedia.org/wiki/Coco_(2017_film)||||||||||$807.8|||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)|||||||||||$3.5 million||
Bao|Domee Shi|https://en.wikipedia.org/wiki/Bao_(film)|||||||||||||
If Beale Street Could Talk|Barry Jenkins|https://en.wikipedia.org/wiki/If_Beale_Street_Could_Talk_(film)|||||||||||||
Blade Runner 2049||https://en.wikipedia.org/wiki/Blade_Runner_2049||||||||Hans Zimmer|||||
Call Me by Your Name||https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)||||||||||$41.9 million|||
Bao||https://en.wikipedia.org/wiki/Bao_(film)|||Becky Neiman-Cobb||||||||||
If Beale Street Could Talk||https://en.wikipedia.org/wiki/If_Beale_Street_Could_Talk_(film)|Barry Jenkins||||||||||||
First Man|Damien Chazelle|https://en.wikipedia.org/wiki/First_Man_(film)|||||||||||||
